Alumno[Nombre:  Vidar Chavez Hernandez, Num. de Cuenta: 3230624, Edad: 23, Direccion: AV ADOLFO LOPEZ MATEOS, AGUASCALIENTES, AGUASCALIENTES,20240, Semestre: 5, Num. Inscripcion: 160],
Alumno[Nombre:  Anatol Arlena Bautista Medina, Num. de Cuenta: 3250625, Edad: 19, Direccion: AV LONDRES ESQ HAMBURGO, BAJA CALIFORNIA, BAJA CALIFORNIA,22055, Semestre: 1, Num. Inscripcion: 600],
Alumno[Nombre:  Maela Gonzalez Ramirez, Num. de Cuenta: 3250626, Edad: 19, Direccion: CALZADA DE TLALPAN, CIUDAD DE MEXICO, CIUDAD DE MEXICO,3440, Semestre: 2, Num. Inscripcion: 671],
Alumno[Nombre:  Numa Torres Contreras, Num. de Cuenta: 3230627, Edad: 20, Direccion: MANUEL ANCIRA GARZA, NUEVO LEON, NUEVO LEON,65240, Semestre: 5, Num. Inscripcion: 228],
Alumno[Nombre:  Kara Ortiz Diaz, Num. de Cuenta: 3230628, Edad: 21, Direccion: IGNACIO LOPEZ RAYON, AGUASCALIENTES, AGUASCALIENTES,20802, Semestre: 5, Num. Inscripcion: 398],
Alumno[Nombre:  Mamen Juarez Medina, Num. de Cuenta: 3250629, Edad: 20, Direccion: CAMINO AL DESIERTO DE LOS LEONES, CIUDAD DE MEXICO, CIUDAD DE MEXICO,1000, Semestre: 2, Num. Inscripcion: 413],
Alumno[Nombre:  Elimar Garcia Sanchez, Num. de Cuenta: 3220630, Edad: 24, Direccion: JAVIER ROJO GOMEZ, CIUDAD DE MEXICO, CIUDAD DE MEXICO,8500, Semestre: 7, Num. Inscripcion: 259],
Alumno[Nombre:  Ismain Naysa De la Cruz Rojas, Num. de Cuenta: 3220631, Edad: 25, Direccion: TERCER ANILLO DE CIRCUNVALACION, LOTE 5, CIUDAD DE MEXICO, CIUDAD DE MEXICO,7580, Semestre: 7, Num. Inscripcion: 424]
Alumno[Nombre:  Alane Castillo Chavez, Num. de Cuenta: 3210632, Edad: 26, Direccion: SEGUNDA BENITO JUAREZ, BAJA CALIFORNIA, BAJA CALIFORNIA,22000, Semestre: 10, Num. Inscripcion: 302],
Alumno[Nombre:  Madai Dominguez Jimenez, Num. de Cuenta: 3250633, Edad: 20, Direccion: BONDOJITO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,15250, Semestre: 2, Num. Inscripcion: 289],
Alumno[Nombre:  Haruka Vazquez Dominguez, Num. de Cuenta: 3220634, Edad: 24, Direccion: CENTENARIO, COAHUILA, COAHUILA,25640, Semestre: 7, Num. Inscripcion: 261],
Alumno[Nombre:  Daler Munoz Mendoza, Num. de Cuenta: 3220635, Edad: 26, Direccion: ROSA BLANCA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,1470, Semestre: 7, Num. Inscripcion: 400],
Alumno[Nombre:  Elimar Flores Castro, Num. de Cuenta: 3240636, Edad: 19, Direccion: BLVD MANUEL AVILA CAMACHO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,11200, Semestre: 3, Num. Inscripcion: 337],
Alumno[Nombre:  Tonino Alvarez Hernandez, Num. de Cuenta: 3240637, Edad: 22, Direccion: AV CONSTITUCION, AGUASCALIENTES, AGUASCALIENTES,20126, Semestre: 4, Num. Inscripcion: 535],
Alumno[Nombre:  Cleta Kalani Diaz Rivera, Num. de Cuenta: 3240638, Edad: 19, Direccion: ARTILLERO MIER, AGUASCALIENTES, AGUASCALIENTES,20140, Semestre: 3, Num. Inscripcion: 258],
Alumno[Nombre:  Urias Aguilar Castillo, Num. de Cuenta: 3240639, Edad: 19, Direccion: AV RIO SAN JOAQUIN, CIUDAD DE MEXICO, CIUDAD DE MEXICO,11490, Semestre: 3, Num. Inscripcion: 317],
Alumno[Nombre: Ananda Romero Aguilar, Num. de Cuenta: 3230640, Edad: 23, Direccion: INTERSECCION DE LAS CALLES BRAHMS DELIBES INSURGENTES NORTE S/N, CIUDAD DE MEXICO, CIUDAD DE MEXICO,7790, Semestre: 5, Num. Inscripcion: 401],
Alumno[Nombre:  Veda Zaharie Reyes Guerrero, Num. de Cuenta: 3220641, Edad: 24, Direccion: CENTENARIO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,"	1600", Semestre: 7, Num. Inscripcion: 406],
Alumno[Nombre:  Urias Tonino Ortiz Morales, Num. de Cuenta: 3240642, Edad: 19, Direccion: CAMELIA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,1030, Semestre: 3, Num. Inscripcion: 581],
Alumno[Nombre:  Numa Arlena Ramos Munoz, Num. de Cuenta: 3230643, Edad: 22, Direccion: VERACRUZ, CIUDAD DE MEXICO, CIUDAD DE MEXICO,1790, Semestre: 5, Num. Inscripcion: 317],
Alumno[Nombre:  Junio Contreras Vargas, Num. de Cuenta: 3230644, Edad: 22, Direccion: AV ABRAHAM GONZALEZ, BAJA CALIFORNIA, BAJA CALIFORNIA,22615, Semestre: 5, Num. Inscripcion: 363],
Alumno[Nombre:  Nagai Luna Ruiz, Num. de Cuenta: 3230645, Edad: 23, Direccion: AV SAN JERONIMO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,4500, Semestre: 6, Num. Inscripcion: 264],
Alumno[Nombre:  Elimar Sanchez Sanchez, Num. de Cuenta: 3250646, Edad: 20, Direccion: VENUSTIANO CARRANZA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6000, Semestre: 2, Num. Inscripcion: 295],
Alumno[Nombre:  Cleta Sanchez Rivera, Num. de Cuenta: 3230647, Edad: 23, Direccion: EJE 3 OTE (AV 5), CIUDAD DE MEXICO, CIUDAD DE MEXICO,9060, Semestre: 5, Num. Inscripcion: 277],
Alumno[Nombre:  Loira Gomez Martinez, Num. de Cuenta: 3230648, Edad: 23, Direccion: CALZ GENERAL MARIANO ESCOBEDO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,11320, Semestre: 6, Num. Inscripcion: 459],
Alumno[Nombre:  Sante Castro Castillo, Num. de Cuenta: 3250649, Edad: 18, Direccion: CALLE 4, CIUDAD DE MEXICO, CIUDAD DE MEXICO,1180, Semestre: 2, Num. Inscripcion: 350],
Alumno[Nombre:  Kalani Hidaia Gonzalez Salazar, Num. de Cuenta: 3250650, Edad: 18, Direccion: ADOLFO LOPEZ MATEOS, CIUDAD DE MEXICO, CIUDAD DE MEXICO,15670, Semestre: 2, Num. Inscripcion: 234],
Alumno[Nombre:  Loira Herrera Dominguez, Num. de Cuenta: 3240651, Edad: 20, Direccion: AV SAN BERNABE, CIUDAD DE MEXICO, CIUDAD DE MEXICO,10020, Semestre: 3, Num. Inscripcion: 629],
Alumno[Nombre:  Elaya Juarez Morales, Num. de Cuenta: 3220652, Edad: 23, Direccion: CARRETERA A TEXCOCO CHIAUTLA, MEXICO, MEXICO,56270, Semestre: 7, Num. Inscripcion: 476],
Alumno[Nombre:  Loira Rojas Ortega, Num. de Cuenta: 3220653, Edad: 26, Direccion: CHAPALA, AGUASCALIENTES, AGUASCALIENTES,20358, Semestre: 7, Num. Inscripcion: 352],
Alumno[Nombre:  Rio Aguilar Moreno, Num. de Cuenta: 3210654, Edad: 26, Direccion: AV REVOLUCION, CIUDAD DE MEXICO, CIUDAD DE MEXICO,3800, Semestre: 10, Num. Inscripcion: 214],
Alumno[Nombre:  Alane Estrada Morales, Num. de Cuenta: 3250655, Edad: 21, Direccion: AYUNTAMIENTO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,14410, Semestre: 2, Num. Inscripcion: 535],
Alumno[Nombre:  Zaharie Vazquez Mendez, Num. de Cuenta: 3210656, Edad: 24, Direccion: 21, YUCATAN, YUCATAN,97312, Semestre: 10, Num. Inscripcion: 244],
Alumno[Nombre:  Seida Garcia Jimenez, Num. de Cuenta: 3220657, Edad: 25, Direccion: BLVD GARCIA, BAJA CALIFORNIA, BAJA CALIFORNIA,22165, Semestre: 8, Num. Inscripcion: 326],
Alumno[Nombre:  Arlena Gonzalez Bautista, Num. de Cuenta: 3210658, Edad: 25, Direccion: AV JOSE VASCONCELOS, NUEVO LEON, NUEVO LEON,66200, Semestre: 9, Num. Inscripcion: 451],
Alumno[Nombre:  Zaharie Elaya Moreno Perez, Num. de Cuenta: 3240659, Edad: 21, Direccion: DIVISION DEL NORTE, CIUDAD DE MEXICO, CIUDAD DE MEXICO,3650, Semestre: 4, Num. Inscripcion: 277],
Alumno[Nombre:  Elaya Alvarez Ramirez, Num. de Cuenta: 3210660, Edad: 24, Direccion: AV J MANUEL DE HERRERA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,1110, Semestre: 10, Num. Inscripcion: 188],
Alumno[Nombre:  Naraya Rojas Perez, Num. de Cuenta: 3220661, Edad: 24, Direccion: ANILLO PERIFERICO, BAJA CALIFORNIA, BAJA CALIFORNIA,21395, Semestre: 8, Num. Inscripcion: 269],
Alumno[Nombre:  Mamen Kalani Mendez Ortega, Num. de Cuenta: 3220662, Edad: 23, Direccion: CARRETERA LIBRE TIJ TKT 144, BAJA CALIFORNIA, BAJA CALIFORNIA,21447, Semestre: 7, Num. Inscripcion: 319],
Alumno[Nombre:  Naraya Anhara Ortiz Ortega, Num. de Cuenta: 3220663, Edad: 27, Direccion: MERIDA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6700, Semestre: 8, Num. Inscripcion: 253],
Alumno[Nombre:  Vidar Larabi Guerrero Chavez, Num. de Cuenta: 3240664, Edad: 18, Direccion: PASEOS DE AMARILLAS, AGUASCALIENTES, AGUASCALIENTES,20924, Semestre: 3, Num. Inscripcion: 554],
Alumno[Nombre:  Sensen Rojas Ruiz, Num. de Cuenta: 3230665, Edad: 20, Direccion: EMILIANO ZAPATA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,14735, Semestre: 5, Num. Inscripcion: 466],
Alumno[Nombre:  Tonino Guerrero Contreras, Num. de Cuenta: 3210666, Edad: 25, Direccion: CARRETERA TLAHUAC CHALCO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,13050, Semestre: 10, Num. Inscripcion: 111],
Alumno[Nombre:  Sensen Rio Dominguez Velazquez, Num. de Cuenta: 3220667, Edad: 27, Direccion: AVCONSTITUCION, BAJA CALIFORNIA, BAJA CALIFORNIA,22000, Semestre: 8, Num. Inscripcion: 258],
Alumno[Nombre:  Madai Perez Moreno, Num. de Cuenta: 3210668, Edad: 26, Direccion: REPUBLICA DE PERU, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6010, Semestre: 9, Num. Inscripcion: 366],
Alumno[Nombre:  Eloa Contreras Diaz, Num. de Cuenta: 3250669, Edad: 19, Direccion: BLVD LAZARO CARDENAS, BAJA CALIFORNIA, BAJA CALIFORNIA,21910, Semestre: 1, Num. Inscripcion: 756],
Alumno[Nombre:  Anhara Vidar Guzman De la Cruz, Num. de Cuenta: 3220670, Edad: 27, Direccion: CALZ HECTOR TERAN TERAN, BAJA CALIFORNIA, BAJA CALIFORNIA,21380, Semestre: 7, Num. Inscripcion: 298],
Alumno[Nombre:  Seida Elimar De la Cruz Dominguez, Num. de Cuenta: 3230671, Edad: 23, Direccion: CARRETERA 45 NORTE KM 28, AGUASCALIENTES, AGUASCALIENTES,20676, Semestre: 5, Num. Inscripcion: 489],
Alumno[Nombre:  Larabi Elaya Mendoza Ortiz, Num. de Cuenta: 3220672, Edad: 26, Direccion: FRANCISCO I MADERO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,16710, Semestre: 8, Num. Inscripcion: 333],
Alumno[Nombre:  Delvis Rojas Ortiz, Num. de Cuenta: 3240673, Edad: 19, Direccion: CARRETERA A SAN FELIPE, BAJA CALIFORNIA, BAJA CALIFORNIA,21730, Semestre: 3, Num. Inscripcion: 208],
Alumno[Nombre:  Daler Imeda Estrada Herrera, Num. de Cuenta: 3250674, Edad: 21, Direccion: AVENIDA FRONTERA, BAJA CALIFORNIA, BAJA CALIFORNIA,22010, Semestre: 2, Num. Inscripcion: 516],
Alumno[Nombre:  Elber Lartaun Rivera Herrera, Num. de Cuenta: 3240675, Edad: 18, Direccion: AV MISION DE SAN MARGARITO FLORES GARCIA, AGUASCALIENTES, AGUASCALIENTES,20078, Semestre: 3, Num. Inscripcion: 428],
Alumno[Nombre:  Fara Santiago Chavez, Num. de Cuenta: 3250676, Edad: 19, Direccion: DR ATL, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6400, Semestre: 1, Num. Inscripcion: 721],
Alumno[Nombre:  Haruka Guzman Vargas, Num. de Cuenta: 3210677, Edad: 25, Direccion: MIGUEL LERDO DE TEJADA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,7140, Semestre: 10, Num. Inscripcion: 391],
Alumno[Nombre:  Elimar Rivera Santiago, Num. de Cuenta: 3210678, Edad: 24, Direccion: SALIDA A LORETO, AGUASCALIENTES, AGUASCALIENTES,20356, Semestre: 9, Num. Inscripcion: 350],
Alumno[Nombre:  Seida Juarez Gutierrez, Num. de Cuenta: 3230679, Edad: 23, Direccion: VIOLETA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6300, Semestre: 6, Num. Inscripcion: 423],
Alumno[Nombre:  Veda Velazquez Gonzalez, Num. de Cuenta: 3220680, Edad: 23, Direccion: AV PALMA REAL MZA 01, QUINTANA ROO, QUINTANA ROO,77723, Semestre: 7, Num. Inscripcion: 259],
Alumno[Nombre:  Daler Jimenez Rodriguez, Num. de Cuenta: 3240681, Edad: 22, Direccion: AZUCAR, CIUDAD DE MEXICO, CIUDAD DE MEXICO,8400, Semestre: 4, Num. Inscripcion: 447],
Alumno[Nombre:  Hidaia Ismain Lopez Ortiz, Num. de Cuenta: 3250682, Edad: 19, Direccion: BLVD PUERTO AEREO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,15700, Semestre: 2, Num. Inscripcion: 464],
Alumno[Nombre:  Cleta Alvarez Gutierrez, Num. de Cuenta: 3210683, Edad: 25, Direccion: CARRETERA PANAMERICANA KM 75 COL LOS ARELLANO, AGUASCALIENTES, AGUASCALIENTES,20340, Semestre: 9, Num. Inscripcion: 329],
Alumno[Nombre:  Ismain Seida Dominguez Gomez, Num. de Cuenta: 3230684, Edad: 20, Direccion: LOPEZ MATEOS, JALISCO, JALISCO,48592, Semestre: 5, Num. Inscripcion: 409],
Alumno[Nombre:  Sensen Chavez Romero, Num. de Cuenta: 3250685, Edad: 20, Direccion: CALZADA DE LA VIGA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,9080, Semestre: 2, Num. Inscripcion: 352],
Alumno[Nombre: Aitara Arlena Chavez Torres, Num. de Cuenta: 3210686, Edad: 27, Direccion: CARERRETERA A SAN FELIPE, BAJA CALIFORNIA, BAJA CALIFORNIA,21390, Semestre: 9, Num. Inscripcion: 109],
Alumno[Nombre:  Numa Moreno Dominguez, Num. de Cuenta: 3240687, Edad: 21, Direccion: AV 5 DE FEBRERO, MEXICO, MEXICO,56900, Semestre: 3, Num. Inscripcion: 416],
Alumno[Nombre:  Imeda Guzman Vargas, Num. de Cuenta: 3220688, Edad: 25, Direccion: CALLE 615, CIUDAD DE MEXICO, CIUDAD DE MEXICO,7920, Semestre: 7, Num. Inscripcion: 190],
Alumno[Nombre:  Sante Moreno Alvarez, Num. de Cuenta: 3220689, Edad: 23, Direccion: AV REFORMA INTERIOR GRAN PLAZA, SINALOA, SINALOA,82123, Semestre: 7, Num. Inscripcion: 228],
Alumno[Nombre:  Junio Numa Martinez Estrada, Num. de Cuenta: 3220690, Edad: 23, Direccion: TAPUYAS, CIUDAD DE MEXICO, CIUDAD DE MEXICO,1650, Semestre: 7, Num. Inscripcion: 353],
Alumno[Nombre:  Tabara Aguilar Torres, Num. de Cuenta: 3210691, Edad: 26, Direccion: MUNICIPIO LIBRE, CIUDAD DE MEXICO, CIUDAD DE MEXICO,3570, Semestre: 9, Num. Inscripcion: 402],
Alumno[Nombre:  Coco Gomez Diaz, Num. de Cuenta: 3250692, Edad: 19, Direccion: EJE 3 OTE, CIUDAD DE MEXICO, CIUDAD DE MEXICO,15290, Semestre: 1, Num. Inscripcion: 600],
Alumno[Nombre:  Idelia Rojas Contreras, Num. de Cuenta: 3240693, Edad: 23, Direccion: PASEO DE LAS JACARANDAS, MEXICO, MEXICO,55604, Semestre: 4, Num. Inscripcion: 277],
Alumno[Nombre:  Anatol Reyes Martinez, Num. de Cuenta: 3250694, Edad: 21, Direccion: AV CONSTITUCION, AGUASCALIENTES, AGUASCALIENTES,20126, Semestre: 2, Num. Inscripcion: 464],
Alumno[Nombre:  Numa Loira Diaz Castro, Num. de Cuenta: 3240695, Edad: 23, Direccion: AV FRUTAS Y LEGUMBRES, CIUDAD DE MEXICO, CIUDAD DE MEXICO,9040, Semestre: 4, Num. Inscripcion: 228],
Alumno[Nombre:  Kui Seida Juarez Sanchez, Num. de Cuenta: 3250696, Edad: 18, Direccion: AV PASEO DE LA LUZ, NUEVO LEON, NUEVO LEON,64898, Semestre: 1, Num. Inscripcion: 768],
Alumno[Nombre:  Sante Luna Ortiz, Num. de Cuenta: 3250697, Edad: 18, Direccion: SANTA ELENA, COAHUILA, COAHUILA,26284, Semestre: 1, Num. Inscripcion: 700],
Alumno[Nombre:  Kalani Chavez Moreno, Num. de Cuenta: 3240698, Edad: 20, Direccion: CALZ MANUEL GOMEZ MORIN, BAJA CALIFORNIA, BAJA CALIFORNIA,21355, Semestre: 3, Num. Inscripcion: 488],
Alumno[Nombre:  Nagai Ismain Castillo Alvarez, Num. de Cuenta: 3250699, Edad: 20, Direccion: AVENIDA 8 ESQUINA CALLE 13, VERACRUZ, VERACRUZ,94297, Semestre: 2, Num. Inscripcion: 357],
Alumno[Nombre:  Idelia Moreno Guzman, Num. de Cuenta: 3230700, Edad: 21, Direccion: CALLE ESTADO 29, BAJA CALIFORNIA, BAJA CALIFORNIA,21390, Semestre: 5, Num. Inscripcion: 353],
Alumno[Nombre:  Ismain Reyes De la Cruz, Num. de Cuenta: 3240701, Edad: 18, Direccion: CARRETERA AL AJUSCO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,14200, Semestre: 3, Num. Inscripcion: 394],
Alumno[Nombre:  Maela De la Cruz Diaz, Num. de Cuenta: 3210702, Edad: 27, Direccion: ETEN, CIUDAD DE MEXICO, CIUDAD DE MEXICO,7730, Semestre: 9, Num. Inscripcion: 402],
Alumno[Nombre:  Tonino Castillo Ramirez, Num. de Cuenta: 3250703, Edad: 18, Direccion: ARMANDO FIERRO, BAJA CALIFORNIA, BAJA CALIFORNIA,21910, Semestre: 1, Num. Inscripcion: 768],
Alumno[Nombre:  Veda Morales Reyes, Num. de Cuenta: 3250704, Edad: 19, Direccion: DR LUCIO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6720, Semestre: 2, Num. Inscripcion: 429],
Alumno[Nombre:  Seida Elber Estrada Hernandez, Num. de Cuenta: 3250705, Edad: 21, Direccion: CARRETERA A TEXCOCO CHIAUTLA, MEXICO, MEXICO,56270, Semestre: 2, Num. Inscripcion: 550],
Alumno[Nombre:  Elaya Diaz Ortiz, Num. de Cuenta: 3250706, Edad: 20, Direccion: CALZADA DE TLALPAN, CIUDAD DE MEXICO, CIUDAD DE MEXICO,3440, Semestre: 2, Num. Inscripcion: 210],
Alumno[Nombre:  Elber Munoz Lopez, Num. de Cuenta: 3250707, Edad: 21, Direccion: CERRO DE JESUS, CIUDAD DE MEXICO, CIUDAD DE MEXICO,4200, Semestre: 2, Num. Inscripcion: 614],
Alumno[Nombre:  Rio De la Cruz Rojas, Num. de Cuenta: 3230708, Edad: 22, Direccion: CALZADA CORONEL ESTEBAN CONTU, BAJA CALIFORNIA, BAJA CALIFORNIA,21326, Semestre: 5, Num. Inscripcion: 423],
Alumno[Nombre:  Loira De la Cruz Medina, Num. de Cuenta: 3240709, Edad: 20, Direccion: AV OLIVAR DE LOS PADRES, CIUDAD DE MEXICO, CIUDAD DE MEXICO,1780, Semestre: 3, Num. Inscripcion: 337],
Alumno[Nombre:  Levin Sante Ruiz Jimenez, Num. de Cuenta: 3210710, Edad: 27, Direccion: CALZADA IGNACIO ZARAGOZA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,15500, Semestre: 10, Num. Inscripcion: 358],
Alumno[Nombre:  Lartaun Reyes Morales, Num. de Cuenta: 3240711, Edad: 21, Direccion: INDEPENDENCIA, VERACRUZ, VERACRUZ,94920, Semestre: 3, Num. Inscripcion: 409],
Alumno[Nombre:  Ismain Martinez Contreras, Num. de Cuenta: 3240712, Edad: 22, Direccion: ORIENTE 184, CIUDAD DE MEXICO, CIUDAD DE MEXICO,15530, Semestre: 4, Num. Inscripcion: 439],
Alumno[Nombre:  Imeda Anatol Medina Chavez, Num. de Cuenta: 3240713, Edad: 21, Direccion: COBRE, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6280, Semestre: 3, Num. Inscripcion: 532],
Alumno[Nombre:  Kui Estrada Mendoza, Num. de Cuenta: 3210714, Edad: 25, Direccion: DR ATL, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6400, Semestre: 9, Num. Inscripcion: 303],
Alumno[Nombre:  Veda Aral Herrera Guerrero, Num. de Cuenta: 3250715, Edad: 20, Direccion: TIZOC, CIUDAD DE MEXICO, CIUDAD DE MEXICO,15600, Semestre: 2, Num. Inscripcion: 306],
Alumno[Nombre:  Kara Diaz Reyes, Num. de Cuenta: 3210716, Edad: 27, Direccion: TLALOC, BAJA CALIFORNIA, BAJA CALIFORNIA,21470, Semestre: 10, Num. Inscripcion: 427],
Alumno[Nombre:  Tonino Hernandez Sanchez, Num. de Cuenta: 3250717, Edad: 21, Direccion: ARROYO EL MOLINO, AGUASCALIENTES, AGUASCALIENTES,20116, Semestre: 2, Num. Inscripcion: 481],
Alumno[Nombre:  Haruka Naraya Santiago Moreno, Num. de Cuenta: 3240718, Edad: 20, Direccion: UNIVERSIDAD, CIUDAD DE MEXICO, CIUDAD DE MEXICO,9250, Semestre: 3, Num. Inscripcion: 512],
Alumno[Nombre:  Tonino Delvis Ramos Flores, Num. de Cuenta: 3220719, Edad: 27, Direccion: JAVIER ROJO GOMEZ, CIUDAD DE MEXICO, CIUDAD DE MEXICO,8500, Semestre: 8, Num. Inscripcion: 269],
Alumno[Nombre:  Numa Cruz De la Cruz, Num. de Cuenta: 3210720, Edad: 26, Direccion: CARRETERA AL AJUSCO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,14200, Semestre: 10, Num. Inscripcion: 277],
Alumno[Nombre:  Nieva Castro Herrera, Num. de Cuenta: 3210721, Edad: 25, Direccion: RIO FUERTE, BAJA CALIFORNIA, BAJA CALIFORNIA,21240, Semestre: 9, Num. Inscripcion: 293],
Alumno[Nombre:  Kui Moreno Rodriguez, Num. de Cuenta: 3240722, Edad: 18, Direccion: CAÑITO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,11290, Semestre: 3, Num. Inscripcion: 287],
Alumno[Nombre:  Zaharie Vargas Gonzalez, Num. de Cuenta: 3250723, Edad: 18, Direccion: ANDRES MOLINA ENRIQUEZ, CIUDAD DE MEXICO, CIUDAD DE MEXICO,9440, Semestre: 1, Num. Inscripcion: 908],
Alumno[Nombre:  Anatol Gomez Morales, Num. de Cuenta: 3250724, Edad: 18, Direccion: SMZA 57 MZA 3 LOTE 9 03, QUINTANA ROO, QUINTANA ROO,77500, Semestre: 2, Num. Inscripcion: 421],
Alumno[Nombre:  Zaharie Mendoza Herrera, Num. de Cuenta: 3250725, Edad: 21, Direccion: MEXICO TACUBA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,11400, Semestre: 2, Num. Inscripcion: 174],
Alumno[Nombre:  Coco Mendoza Ramos, Num. de Cuenta: 3220726, Edad: 26, Direccion: RUBENS, CIUDAD DE MEXICO, CIUDAD DE MEXICO,3730, Semestre: 8, Num. Inscripcion: 401],
Alumno[Nombre:  Haruka Larabi Ramos Aguilar, Num. de Cuenta: 3220727, Edad: 24, Direccion: PASEO AFRODITA, BAJA CALIFORNIA, BAJA CALIFORNIA,21395, Semestre: 8, Num. Inscripcion: 394],
Alumno[Nombre:  Naraya Juarez Gutierrez, Num. de Cuenta: 3240728, Edad: 19, Direccion: SAN ALEJANDRO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,4600, Semestre: 3, Num. Inscripcion: 278],
Alumno[Nombre:  Naysa Lopez Diaz, Num. de Cuenta: 3210729, Edad: 26, Direccion: CARRETERA ESTATAL EJIDO MONTERREY GUADALUPE VICTORIA, BAJA CALIFORNIA, BAJA CALIFORNIA,21913, Semestre: 9, Num. Inscripcion: 243],
Alumno[Nombre:  Arlena Perez De la Cruz, Num. de Cuenta: 3250730, Edad: 18, Direccion: AV LUIS CABRERA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,10200, Semestre: 1, Num. Inscripcion: 756],
Alumno[Nombre:  Kui Castillo Mendez, Num. de Cuenta: 3220731, Edad: 26, Direccion: AVE RAYON, BAJA CALIFORNIA, BAJA CALIFORNIA,22055, Semestre: 8, Num. Inscripcion: 431],
Alumno[Nombre:  Cleta Dominguez Estrada, Num. de Cuenta: 3220732, Edad: 26, Direccion: AV FRUTAS Y LEGUMBRES, CIUDAD DE MEXICO, CIUDAD DE MEXICO,9040, Semestre: 7, Num. Inscripcion: 288],
Alumno[Nombre:  Aloe Garcia Vazquez, Num. de Cuenta: 3210733, Edad: 24, Direccion: CALZADA CAMINO A NATIVITAS, CIUDAD DE MEXICO, CIUDAD DE MEXICO,16090, Semestre: 10, Num. Inscripcion: 169],
Alumno[Nombre:  Sante Sensen Ruiz Ruiz, Num. de Cuenta: 3250734, Edad: 18, Direccion: ALUMINIO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,15300, Semestre: 1, Num. Inscripcion: 801],
Alumno[Nombre:  Nagai Rodriguez Torres, Num. de Cuenta: 3210735, Edad: 24, Direccion: LONDRES, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6600, Semestre: 9, Num. Inscripcion: 326],
Alumno[Nombre:  Urias Mendoza Vargas, Num. de Cuenta: 3210736, Edad: 27, Direccion: AV CHECOSLOVAQUIA, BAJA CALIFORNIA, BAJA CALIFORNIA,21160, Semestre: 10, Num. Inscripcion: 188],
Alumno[Nombre:  Veda Juarez Dominguez, Num. de Cuenta: 3220737, Edad: 26, Direccion: MARGARITA MAZA DE JUAREZ, CIUDAD DE MEXICO, CIUDAD DE MEXICO,7700, Semestre: 8, Num. Inscripcion: 429],
Alumno[Nombre:  Idelia Garcia Martinez, Num. de Cuenta: 3230738, Edad: 21, Direccion: JUAN DE LA BARRERA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,9750, Semestre: 5, Num. Inscripcion: 413],
Alumno[Nombre:  Zaharie Luna Torres, Num. de Cuenta: 3210739, Edad: 24, Direccion: NICOLAS LEON, CIUDAD DE MEXICO, CIUDAD DE MEXICO,15900, Semestre: 9, Num. Inscripcion: 347],
Alumno[Nombre:  Tabara Ramos Guzman, Num. de Cuenta: 3240740, Edad: 18, Direccion: HEROES DE CHURUBUSCO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,11870, Semestre: 3, Num. Inscripcion: 161],
Alumno[Nombre:  Coco Juarez Cruz, Num. de Cuenta: 3220741, Edad: 24, Direccion: BLVD GARCIA, BAJA CALIFORNIA, BAJA CALIFORNIA,22165, Semestre: 8, Num. Inscripcion: 383],
Alumno[Nombre:  Anatol Mendoza Torres, Num. de Cuenta: 3210742, Edad: 27, Direccion: INSURGENTES SUR, CIUDAD DE MEXICO, CIUDAD DE MEXICO,1388, Semestre: 9, Num. Inscripcion: 325],
Alumno[Nombre:  Lartaun Elaya Diaz Cruz, Num. de Cuenta: 3250743, Edad: 20, Direccion: AV JAZMINES, BAJA CALIFORNIA, BAJA CALIFORNIA,21210, Semestre: 2, Num. Inscripcion: 516],
